sequence name,identity,alignmentLength,maxAlignment,phylum,class,order,family,genus,species,db
1d7c19c0207d99ee8eede2fa79f485b5,81.731,312,25500.072,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa_joinvillea,SHELBY
1ef80a466dc1c1e1e5df6b661ad4af23,80.124,322,25799.928,Arthropoda,Arachnida,Araneae,Salticidae,Eupoa,Eupoa_nezha,SHELBY
24b59f33ae696ef292b1e5da6deeef8e,83.067,313,25999.971,Arthropoda,Insecta,Trichoptera,Calamoceratidae,Banyallarga,Banyallarga_loxanus,SHELBY
2bb44b380658c9222d9f9012f9287f82,100,313,31300,Arthropoda,Hexanauplia,Sessilia,Tetraclitidae,Tetraclita,Tetraclita_japonica_formosana,SHELBY
2c1d01e03754e74317153b5d826815fe,100,313,31300,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste_diversicolor,SHELBY
2d45d980a2f108f9a8afa02e4291cd85,85.065,308,26200.02,Nematoda,NA,NA,NA,NA,Nematoda_unspecified,SHELBY
2e776337b9bbb4fa9157f3cdc2dbb518,80,305,24400,Annelida,Clitellata,Hirudinida,Piscicolidae,Austrobdella,Austrobdella_translucens,SHELBY
2f647c7f6c9ec56172b76b515af75be3,86.538,312,26999.856,Mollusca,Bivalvia,Adapedonta,Solenidae,Solen,Solen_sicarius,SHELBY
31125e800306b7c78f7209532048c4a9,80.126,317,25399.942,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,Harpacticoida_sp._BOLD:ACM2715,SHELBY
31747ba870342b1ab9da992efd312caa,80.707,311,25099.877,Arthropoda,Insecta,Diptera,Empididae,Porphyrochroa,Porphyrochroa_sp._9_BKC-2015,SHELBY
36ed6f13e5e505f37bacee0669e1e6b8,82.166,314,25800.124,Platyhelminthes,Rhabditophora,Rhabdocoela,Byrsophlebidae,Byrsophlebs,Byrsophlebs_sp._83_NVS-2018,SHELBY
3ce9074f6b9437b087ab1894a2366470,83.871,310,26000.01,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis_acuta,SHELBY
3fe38e407c06c3946190a120a23717b5,84.466,309,26099.994,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK01,SHELBY
4048277d287072fadf3ae8f031458880,87.138,311,27099.918,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY
471ca7ad4864a62e7e80ed2915de1eb1,80.464,302,24300.128,Arthropoda,Insecta,Trichoptera,Ecnomidae,Ecnomus,Ecnomus_sp._EL3,SHELBY
4f9f3172f9f0b00c1b9ae0dd34d46d0c,83.333,312,25999.896,Placozoa,NA,NA,NA,Polyplacotoma,Polyplacotoma_mediterranea,SHELBY
52abd9dbdf60d03991f3b54605f18ec2,89.457,313,28000.041,Kinorhyncha,Cyclorhagida,NA,Echinoderidae,Echinoderes,Echinoderes_rex,SHELBY
540747f26368ecadde86ab55e43b4e76,82.109,313,25700.117,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aegina,Aegina_citrea,SHELBY
55f9ee186f6419c7c37474adbf217fae,85.304,313,26700.152,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eirene,Eirene_ceylonensis,SHELBY
6162a3c6962496cf7440d7d6f3864f2d,99.361,313,31099.993,Annelida,Polychaeta,Terebellida,Flabelligeridae,NA,Flabelligeridae_HK01,SHELBY
64ea54455de0ed605360f83d3863a2dc,90.064,312,28099.968,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,Nucella_lamellosa,SHELBY
6a0a26133edae82b72366dad14a276d1,96.795,312,30200.04,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Anteaeolidiella,Anteaeolidiella_cacaotica,SHELBY
7873b8bcb08e8b2f72d1686cb33d6c16,100,313,31300,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,Ophryotrocha_adherens,SHELBY
7d7de44fbdda4eebe38133a673e3c24e,80.399,301,24200.099,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,Gaetanus_brevispinus,SHELBY
7d984cc4b3986e961a30ce9db087957c,89.137,313,27899.881,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,NA,Corynidae_sp._BCnid2010-002,SHELBY
84a3ac39d4c065bacdc43df819517738,87.5,312,27300,Mollusca,Gastropoda,NA,NA,NA,Gastropoda_sp._IOP_0562,SHELBY
8b009f647f2917876e0c269f485e396a,87.869,305,26800.045,Porifera,Demospongiae,Axinellida,Raspailiidae,NA,Raspailiidae_sp._Po.25592,SHELBY
8ef2433c0f45f2b3c0122bf0864808bb,80.192,313,25100.096,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_sp._2_SL-2013,SHELBY
96ecedde39584c24543d5dd8df5305ba,85.668,307,26300.076,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Rhips,Rhips_sp._1AMA,SHELBY
970acc69a967ee517b9bbd70f3822466,88.525,305,27000.125,Nemertea,NA,NA,NA,NA,Nemertea,SHELBY
9a654f4566eb78ad79d53a0081453061,82.508,303,24999.924,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,Arabella_semimaculata,SHELBY
9bb216178a8105afebd116bfdaf1fda8,91.693,313,28699.909,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_serenei,SHELBY
9dc7ebdfaa1c4b35bca6688c1af65989,85.623,313,26799.999,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis_integra,SHELBY
a18a5d57422ccb87ffba7402649cdafc,96.805,313,30299.965,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,Trypanosyllis_luzonensis_HK01,SHELBY
a66ef7c5fec42c76b9f75dc441f68154,83.387,313,26100.131,Annelida,Polychaeta,NA,Orbiniidae,Naineris,Naineris_laevigata,SHELBY
aae1b75dcacf2d41bcc2b4650bdb4c73,86.885,305,26499.925,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY
abc6fb45ded7be4ef5357faa32eef608,90.735,313,28400.055,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp._BOLD:AAO7110,SHELBY
adefa090ecf2da6781e88d2783af975d,80.892,314,25400.088,Rotifera,Monogononta,Ploima,Asplanchnidae,Asplanchna,Asplanchna_sieboldi,SHELBY
b2b2311620a89527d00d087910e2ac01,90.385,312,28200.12,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Pseudamycla,Pseudamycla_formosa,SHELBY
b57e75faadbd72bb6d5a971bf9e67e38,80.13,307,24599.91,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,Leptosynapta,SHELBY
b7258ff7773a359e1c37ac6fde2608c0,85.714,315,26999.91,Kinorhyncha,Cyclorhagida,NA,Echinoderidae,Echinoderes,Echinoderes_hakaiensis,SHELBY
b884dd77aa3ae5b41292e47d05997d07,81.847,314,25699.958,Entoprocta,NA,NA,Loxosomatidae,Loxosomella,Loxosomella_sp._JM-2012,SHELBY
ba598f98ffb1039e7d1b80757f069384,95.192,312,29699.904,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,Schizoporella_pungens,SHELBY
bd962759734fad57144dd3b5a7f21a3a,96.805,313,30299.965,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_ornithorhynchus,SHELBY
c7d49a73f94402b3c37586250da34240,80.707,311,25099.877,Arthropoda,Insecta,Lepidoptera,Crambidae,Euclasta,Euclasta_stoetzneri,SHELBY
cb1521935b5a7fc4f6d001d4d919e7a5,84.984,313,26599.992,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,Marrus_sp._2_BO-2009,SHELBY
cbeea7d2083d33a9365636a0bfab89cf,80.769,312,25199.928,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,Modiolus_barbatus,SHELBY
cd4c745a725bcf46089dfbfd43505a1f,93.91,312,29299.92,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora_grandicella,SHELBY
d17aea7e0987fab2830b1e1fd4861462,80,300,24000,Arthropoda,Arachnida,Araneae,Salticidae,Dendryphantes,Dendryphantes_sp._1GAB,SHELBY
d57eb990c37461dc30f667e314e4a8a0,86.262,313,27000.006,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,NA,Corynidae_sp._BCnid2010-002,SHELBY
d8068cd62e8a41f8a241c30c713b298a,80.128,312,24999.936,Annelida,Polychaeta,Spionida,Spionidae,NA,Spionidae_sp._SP-2014,SHELBY
da44f7f1c45f1bc5181bcbdd863a0677,80.906,309,24999.954,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Myrmarachne_sp._4_LP-2016,SHELBY
def762b32f4046bf1eb64971b058372e,81.188,303,24599.964,Arthropoda,Insecta,Lepidoptera,Geometridae,Pasiphila,Pasiphila_rectangulata,SHELBY
e89e04e354453b336819c300e0ade1f3,80.063,316,25299.908,Arthropoda,Hexanauplia,Harpacticoida,Canthocamptidae,Canthocamptus,Canthocamptus_coreensis,SHELBY
f10375cf90b378c90482f842df5126db,98.722,313,30899.986,Mollusca,Bivalvia,Venerida,Veneridae,Irus,Irus_macrophyllus_HK01,SHELBY
f5868d8a80131567ee3d543e75f66d8c,80.831,313,25300.103,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Copidognathus,Copidognathus_sp._OSH0903_4Ac,SHELBY
f5d150d31b9ce2240dd1ccc0ad6fed97,92.308,312,28800.096,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LP-2009,SHELBY
f779903a2bb65afb794cd8f3c72b201e,80.573,314,25299.922,Arthropoda,Insecta,Diptera,Empididae,NA,Empididae_sp._BBDED090-10,SHELBY
ffc827917eae19ba129251587aca3f30,92.308,312,28800.096,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,Macrothrix,Macrothrix_sp._HE-364,SHELBY
0287d5a90e04bf8346925f7e3b6db3a1,83.062,307,25500.034,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta_rimana,SHELBY
08ab6993f035e5f48fc82ec898946f04,89.711,311,27900.121,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Rhombognathus,Rhombognathus_sp._CHO0808_3,SHELBY
096ada6f898526c8d3f000c1c777cb02,80.495,323,25999.885,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticaria,Corticaria_ferruginea,SHELBY
0a90cf9d463b9313e46e5bad79ecbaef,99.361,313,31099.993,Annelida,Clitellata,Haplotaxida,Naididae,Tubificoides,Tubificoides_imajimai,SHELBY
0e7de2726f3b878338f2c0cee07b797b,80.464,302,24300.128,Arthropoda,Insecta,Coleoptera,Carabidae,Microcharidius,Microcharidius_sp._15_aff._gonzaloi_CA-2017,SHELBY
116a1ba3c5497eb8964f653fa691cfb9,80.878,319,25800.082,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,Synchaeta_tremula,SHELBY
15aeba608c7433338958ae15702943d8,83.492,315,26299.98,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya_dubia,SHELBY
1789f461968c5b02ec90dd8b8b662241,88.746,311,27600.006,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY
17bd8c537437864c95023ee9cf31b8cb,94.569,313,29600.097,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,Tedania_ignis,SHELBY
17db9de4201cbc69481be5743c7229e1,81.994,311,25500.134,Arthropoda,Insecta,Hemiptera,Cicadellidae,NA,Cicadellidae_sp._BIOUG20160-C07,SHELBY
1815c60209e9d2b6371064cb4b1eae7b,83.654,312,26100.048,Mollusca,Bivalvia,Veneroida,Montacutidae,Koreamya,Koreamya_arcuata,SHELBY
18f559cac5d075fc777c5e5b9df6c872,81.373,306,24900.138,Annelida,Clitellata,Haplotaxida,Lumbricidae,NA,Lumbricidae_sp._Lu_581,SHELBY
2526764b74d133bd1d3268cba78d62de,87.859,313,27499.867,Nemertea,Enopla,Monostilifera,Ototyphlonemertidae,Ototyphlonemertes,Ototyphlonemertes_lactea,SHELBY
25e380d64c682761553729626ff8d614,85.623,313,26799.999,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis_sp._2_AFC-2016,SHELBY
26d9761ef9454da9e071347b60f1a305,85.669,314,26900.066,Mollusca,Gastropoda,NA,Epitoniidae,Epitonium,Epitonium_sawinae,SHELBY
29a0829eae1d94688eebccf78ac04ec8,81.529,314,25600.106,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora_amarchana,SHELBY
29c6758e12fa066e1143d7a4ec57d896,81.188,303,24599.964,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,Terebellides_williamsae,SHELBY
2a04704ca133ba6ea56c73bb942c5dc1,86.495,311,26899.945,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintilla,Scintilla_violescens_HK01,SHELBY
2afa48ec00955b4e7138aa20693a94ae,84.868,304,25799.872,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Dichromadora,Dichromadora_geophila,SHELBY
2df60a615756b3224c5c3a4ccea4f046,90.735,313,28400.055,Nemertea,Enopla,Monostilifera,Amphiporidae,Zygonemertes,Zygonemertes_simonae,SHELBY
310fc94ab7a67004f46317a0e0077ff3,81.073,317,25700.141,Arthropoda,Malacostraca,Decapoda,Portunidae,Scylla,Scylla_tranquebarica,SHELBY
3229c707f168cefa1d0befb3da862192,100,312,31200,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora_discaudata,SHELBY
337f9cbb47e2b1b99248e5c982dfb98a,99.681,313,31200.153,Mollusca,Cephalopoda,Octopoda,Octopodidae,Callistoctopus,Callistoctopus_luteus,SHELBY
3b98093213a2d01f3c802a654623bf38,81.818,308,25199.944,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta_rimana,SHELBY
3d48c25355c787def71f0aef5dcbcbed,100,313,31300,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_dichotoma,SHELBY
40a0b979c2f4999a08b20374d2ab5e6e,90.675,311,28199.925,Nemertea,Palaeonemertea,Archinemertea,Cephalothricidae,Cephalothrix,Cephalothrix_sp._15_HC-2011,SHELBY
4564f933ffdb89b62bd34b65eca6b979,87.055,309,26899.995,Mollusca,Bivalvia,Veneroida,Solecurtidae,Solecurtus,Solecurtus_divaricatus,SHELBY
45f5653e878a45d2a335420d5ce88d9d,96.486,313,30200.118,Arthropoda,Insecta,Psocoptera,NA,NA,NA,SHELBY
46ae5735024009dde8efbd56b46c6555,81.21,314,25499.94,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,Paracentrobia,Paracentrobia_sp._P3,SHELBY
4945e7e25b0b0e65f2c35174048b2ca2,80.392,306,24599.952,Arthropoda,Pycnogonida,Pantopoda,Tanystylidae,Tanystylum,Tanystylum_orbiculare,SHELBY
4a8862aed84b88cbb5ad3c7792f9a324,80.795,302,24400.09,Arthropoda,Arachnida,Araneae,Theridiidae,Ariamnes,Ariamnes_hiwa,SHELBY
528db6b57c98463987278b6354aa8899,85.577,312,26700.024,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,Sarsia_tubulosa,SHELBY
5572a324e1c82bb0350d9d3b582460dd,82.237,304,25000.048,Arthropoda,Insecta,Diptera,NA,NA,NA,SHELBY
586c4f2538d37135d789cab0dc88d61f,87.179,312,27199.848,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,Ophiocoma,Ophiocoma_endeani,SHELBY
58bcaaeeae9c26cd180191619d32d244,87.302,315,27500.13,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_brasiliensis,SHELBY
5e05cabdb2900e32c3a324871fd2351a,92.926,311,28899.986,Arthropoda,Malacostraca,Decapoda,Palaemonidae,NA,Palaemonidae_HK01,SHELBY
5e4c90fc5f7d6b8fc2cc640b59e6342c,84.566,311,26300.026,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,Smittina_torques,SHELBY
663cc5f255fd5cf2d77de3a7efddc947,80.564,319,25699.916,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Nematus,Nematus_dissimilis,SHELBY
66ff026149a6f322581f357f5f0590ce,85.855,304,26099.92,Nemertea,Pilidiophora,Heteronemertea,Cerebratulidae,Cerebratulus,Cerebratulus_californiensis,SHELBY
6e0d70e8c657c95157e96b8e943deb4b,100,304,30400,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea_iredalei,SHELBY
7506f638d3dd752051e62b3c67855056,80.192,313,25100.096,Arthropoda,Insecta,Coleoptera,Buprestidae,Chrysochroa,Chrysochroa_fulgidissima_alternans,SHELBY
78d79c237f9141d2b412a5eed644cb4b,84.713,314,26599.882,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya_dubia,SHELBY
7a3eb9ded5c653866925421f29a658ef,99.355,310,30800.05,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,Flaccisagitta_enflata,SHELBY
7b0178cad7b987379df38062295d9826,97.72,307,30000.04,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Nereididae_HK01,SHELBY
7f4be7a58f266f8f67294f78a4bb7dfd,80.13,307,24599.91,Arthropoda,Insecta,Diptera,NA,NA,NA,SHELBY
7faed378bf43e8904de26856e47c9184,81.877,309,25299.993,Annelida,Polychaeta,Phyllodocida,Hesionidae,Neogyptis,Neogyptis_rosea,SHELBY
800ac6a9608239a80b4a5538652e7aa2,100,313,31300,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_sp._BOLD:ACZ4366,SHELBY
81c170a6ffc651cb4a49e5e0294a3c5c,86.667,315,27300.105,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,Galathea_senta,SHELBY
831306c374e1c08a8902382625932e35,84.641,306,25900.146,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,Philine_scabra,SHELBY
858b71e77a91bedb4700903cc73346d5,82.428,313,25799.964,Mollusca,Bivalvia,Veneroida,Veneridae,Paphia,Paphia_gallus,SHELBY
8bf301e5e1155436494f305bfb08819a,81.646,316,25800.136,Arthropoda,Arachnida,Araneae,Nesticidae,Cyclocarcina,Cyclocarcina_floronoides_tatoro,SHELBY
8cb23dbf60c01e3ce713489b52d221b8,85.897,312,26799.864,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_vidovici,SHELBY
91607c6523350fc93f6907397ea97392,80.333,300,24099.9,Arthropoda,Insecta,Diptera,Agromyzidae,Metopomyza,Metopomyza_scutellata,SHELBY
91d3f8504c3581b7ef7ed14ec91ce5d1,82.334,317,26099.878,Arthropoda,Insecta,Diptera,NA,NA,NA,SHELBY
91e791b2f3729b1797f8dea89ff7301f,82.595,316,26100.02,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora_pappiferella,SHELBY
92542d99de73162687ca9263f5ba1e44,81.847,314,25699.958,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,Pionidae_sp._BIOUG16034-A05,SHELBY
945aba75c56c069ec55acd10f35da9b7,89.61,308,27599.88,Nemertea,Enopla,Monostilifera,Amphiporidae,Zygonemertes,Zygonemertes_simonae,SHELBY
97c0892a46612adb4306254aa1d7549e,81.505,319,26000.095,Arthropoda,Insecta,Diptera,Syrphidae,Chalcosyrphus,Chalcosyrphus_nemorum,SHELBY
981e69da2234457ef0551e63296734bb,82.334,317,26099.878,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus_havanaensis,SHELBY
9902086aaa8ea4cbeb003a740d72f8a2,100,313,31300,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,Holothuria_fuscocinerea,SHELBY
9de3a875a516a2223886c6c17545b559,85.032,314,26700.048,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Copidognathus,Copidognathus_sp._KE0812_3,SHELBY
9df30b1a405b314da943f6550e9592f7,81.15,313,25399.95,Annelida,Polychaeta,NA,Orbiniidae,Scolaricia,Scolaricia_sp._BOLD:ACJ2499,SHELBY
9fee661cf27c0d965882f1055681d548,80.511,313,25199.943,Platyhelminthes,Rhabditophora,Rhabdocoela,Polycystididae,Austrorhynchus,Austrorhynchus_pacificus,SHELBY
a026d12abbfb63af4a1563c5a7d0e49f,81.847,314,25699.958,Cnidaria,Hydrozoa,Anthoathecata,Ptilocodiidae,Thecocodium,Thecocodium_quadratum,SHELBY
a20752c3d564c96aea13d5b767f0dd35,81.169,308,25000.052,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,Retusa_sp._14_MAEM-2006,SHELBY
a3ea1677099d1ad1e2ab3b1ac3c32841,80.255,314,25200.07,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartiella,Acartiella_sinensis,SHELBY
a4f4b2f29df7926d53a7585611b1895a,85.804,317,27199.868,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Bellamya,Bellamya_purificata,SHELBY
a5b7fc45a7b4b12a7d1cd5a50f9c64fc,82.848,309,25600.032,Mollusca,Gastropoda,Littorinimorpha,Annulariidae,Abbottella,Abbottella_sp._A_MS-2012,SHELBY
a79166cacf69c58545f0eeccd7f318bd,89.711,311,27900.121,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus_crassirostris,SHELBY
a8fc25141a1651268f3aa03f4cb739ec,86.495,311,26899.945,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_lobidens,SHELBY
ac07d6d3f71307948f1fa4c8d49a7386,84.665,313,26500.145,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,NA,Ceraphronidae_sp._BIOUG27383-F08,SHELBY
ada40c1b1f463ca0461d2c3688dda6ee,82.315,311,25599.965,Platyhelminthes,Rhabditophora,Polycladida,NA,NA,Polycladida_sp._BMBM-0074,SHELBY
b0b2cd4f489cccc9c1713f16bff32173,82.484,314,25899.976,Echinodermata,Crinoidea,Comatulida,Comatulidae,Davidaster,Davidaster_discoideus,SHELBY
b23715e8f7cc50fa7c6158b16e1abd96,99.042,313,31000.146,Cnidaria,Hydrozoa,Anthoathecata,Ptilocodiidae,Thecocodium,Thecocodium_quadratum,SHELBY
b2948a012db71e93b5a8e1f58c10752b,99.668,301,30000.068,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Nereididae_HK01,SHELBY
b3280829983c92cc9c706852a7eacb90,84.74,308,26099.92,Platyhelminthes,Rhabditophora,Polycladida,Notocomplanidae,Notocomplana,Notocomplana_septentrionalis,SHELBY
b4c3fb87a30ce4d1968844328139aea6,83.871,310,26000.01,Cnidaria,Staurozoa,Stauromedusae,Kishinouyeidae,Calvadosia,Calvadosia_cruxmelitensis,SHELBY
b978fe054c2ae528f98953fcda3959d2,81.41,312,25399.92,Arthropoda,Malacostraca,Amphipoda,Hyalidae,NA,Hyalidae_sp._BCAMP0192,SHELBY
baa159a130cb1a7da45491be6c9f73e2,84.984,313,26599.992,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pterocirrus,Pterocirrus_montereyensis,SHELBY
bbb4bb0d50694987cb264c6183b28266,81.905,315,25800.075,Nemertea,Enopla,Monostilifera,Amphiporidae,Amphiporus,Amphiporus_sp._AMNH1,SHELBY
c058f374ac621228fad84524ba2eb839,80.065,306,24499.89,Arthropoda,Hexanauplia,Calanoida,Spinocalanidae,Mimocalanus,Mimocalanus_cultrifer,SHELBY
c35b04ad128756e12921f8988d7cfe80,100,313,31300,Mollusca,Gastropoda,[unassigned]_Caenogastropoda,Triphoridae,Coriophora,Coriophora_fusca,SHELBY
c7c90cc7a040421be3ff3afed8e9f0d2,81.994,311,25500.134,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles_peditaeniatus,SHELBY
cd658d69938c1bfb0a6e6a0311738873,84.345,313,26399.985,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota_sp._JRH-2014,SHELBY
ce4c7b4900dc06d98c4b22ba80a24725,81.41,312,25399.92,Annelida,Clitellata,Haplotaxida,Megascolecidae,Travoscolides,Travoscolides_chengannures,SHELBY
d1395dea7a31d88afeb62cbd7719997d,93.59,312,29200.08,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_denhartogi,SHELBY
d14e8e832d35d51fa6fd6770f3ea3d8a,81.761,318,25999.998,Arthropoda,Insecta,Diptera,Cecidomyiidae,Dirhiza,Dirhiza_lateritia,SHELBY
d2934c8f2a3791d4b0d287b247a01e63,86.859,312,27100.008,Rotifera,Monogononta,Ploima,Asplanchnidae,Asplanchna,Asplanchna_sieboldi,SHELBY
d6349720512639b04362e8ac3c3f6abb,80.892,314,25400.088,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria_spatulata,SHELBY
d6f679ae8051b2bfd132af2b5a2b8aa6,81.169,308,25000.052,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa_atristrigata,SHELBY
d7d3b6a6173744086287cf2425b5b08c,80.323,310,24900.13,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina_sp._MW-2013,SHELBY
d86acd7b7f13cd0f46b32133eb4663b1,81.789,313,25599.957,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,Lepeophtheirus_salmonis,SHELBY
db8a9560a47feeb0afa10d838b97fe33,81.329,316,25699.964,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Anchistus,Anchistus_demani,SHELBY
dc9a62370411aff3fbf0beb52f340a0e,80.317,315,25299.855,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptodrosophila,Scaptodrosophila_maculata,SHELBY
df2db301f285fd1985ab26d74d89b04b,80.782,307,24800.074,Arthropoda,Insecta,Psocoptera,Pseudocaeciliidae,Australopsocus,Australopsocus_sp._12.4.2003.9,SHELBY
dfd34af2b09bdb352299bcc6855b8446,86.859,312,27100.008,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Homidia,Homidia_similis,SHELBY
e28b80b9a000d96cbddd3b1dd97bb1a3,91.026,312,28400.112,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,Campanularia_tulipifera,SHELBY
e8114fa3131ad187c9d15348ce78c8cc,85.256,312,26599.872,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LP-2009,SHELBY
e9177d78047441cd6e8af34ea1f34b94,83.121,314,26099.994,Arthropoda,Insecta,Diptera,Agromyzidae,Cerodontha,Cerodontha_fasciata,SHELBY
ea34ec05e7520f21017c0ec055ea509a,80.13,307,24599.91,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Mawia,Mawia_benovici,SHELBY
eee6b07fd8794c75c583b9395adddb10,86.262,313,27000.006,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Xingyurella,Xingyurella_xingyuarum,SHELBY
ef7a006926e5119b7c875209a576a8ed,90.032,311,27999.952,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,Ceratopogonidae_sp._BIOUG15051-C08,SHELBY
f1cffe4cc67e9b6fbc52d1b5fad56ef9,80.189,318,25500.102,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles_tessellatus,SHELBY
f2b6f2a7906bc1b9c5c99f83394aa8da,99.361,313,31099.993,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Paraster,Paraster_doederleini,SHELBY
